id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds
13641,Melbourne Demons,15,1988-07-09,1988,H,Sydney Swans,3.3 4.4 5.6 8.9,57,6.2 9.4 15.9 19.16,130,L,-73,Melbourne Cricket Ground,20269,8,9,19,16
13642,Melbourne Demons,16,1988-07-16,1988,H,Collingwood Magpies,1.1 7.3 11.5 14.10,94,0.4 1.6 3.8 6.12,48,W,46,Melbourne Cricket Ground,74964,14,10,6,12
13686,Melbourne Demons,10,1990-06-02,1990,A,Collingwood Magpies,2.2 2.2 7.3 9.4,58,3.1 8.4 12.7 16.14,110,L,-52,Waverley Park,49655,9,4,16,14
9683,W. Bulldogs,19,2002-08-10,2002,A,Brisbane Lions,3.4 5.7 7.10 9.13,67,3.7 6.12 10.16 14.21,105,L,-38,The Gabba,27443,9,13,14,21
13732,Melbourne Demons,9,1992-05-16,1992,A,Hawthorn Hawks,1.2 4.4 6.5 7.6,48,1.2 6.6 11.10 18.12,120,L,-72,Waverley Park,22686,7,6,18,12
13733,Melbourne Demons,10,1992-05-23,1992,H,North Melbourne Kangaroos,5.2 8.6 13.12 21.14,140,8.0 12.1 13.3 16.8,104,W,36,Melbourne Cricket Ground,18634,21,14,16,8
13734,Melbourne Demons,11,1992-05-30,1992,H,Carlton Blues,4.1 6.4 10.5 10.5,65,3.1 5.8 9.11 14.15,99,L,-34,Waverley Park,30177,10,5,14,15
13736,Melbourne Demons,13,1992-06-14,1992,A,Western Bulldogs,3.2 6.3 7.5 8.6,54,6.3 11.6 15.9 25.11,161,L,-107,Western Oval,19185,8,6,25,11
13778,Melbourne Demons,13,1994-06-19,1994,A,Adelaide Crows,4.0 5.0 6.2 12.6,78,4.4 6.10 8.15 11.17,83,L,-5,AAMI Stadium,41189,12,6,11,17
9685,W. Bulldogs,21,2002-08-24,2002,H,Carlton Blues,1.1 5.4 12.6 14.13,97,9.3 11.5 13.7 15.9,99,L,-2,Marvel Stadium,22938,14,13,15,9
13826,Melbourne Demons,13,1996-06-30,1996,A,Adelaide Crows,2.1 5.3 10.6 19.9,123,3.3 6.5 8.7 10.12,72,W,51,AAMI Stadium,37557,19,9,10,12
14055,Richmond Tigers,18,1986-08-02,1986,H,Fitzroy Lions,4.1 7.11 10.16 11.19,85,3.4 6.9 10.10 13.16,94,L,-9,Melbourne Cricket Ground,15200,11,19,13,16
14056,Richmond Tigers,19,1986-08-09,1986,A,Essendon Bombers,1.2 4.3 6.4 11.9,75,8.7 12.11 22.14 23.16,154,L,-79,Waverley Park,30349,11,9,23,16
14102,Richmond Tigers,21,1988-08-20,1988,A,Geelong Cats,4.3 8.4 12.7 16.12,108,2.5 9.6 18.9 22.14,146,L,-38,GMHBA Stadium,14359,16,12,22,14
14103,Richmond Tigers,22,1988-08-26,1988,H,Fitzroy Lions,3.4 8.7 13.15 23.19,157,2.3 4.7 5.10 7.12,54,W,103,Melbourne Cricket Ground,19496,23,19,7,12
14104,Richmond Tigers,1,1989-04-02,1989,A,Sydney Swans,3.3 8.5 9.6 11.7,73,4.3 6.7 11.14 12.17,89,L,-16,Sydney Cricket Ground,8611,11,7,12,17
14105,Richmond Tigers,2,1989-04-08,1989,H,Western Bulldogs,6.0 10.3 21.8 24.12,156,6.5 8.5 9.6 13.10,88,W,68,Melbourne Cricket Ground,22834,24,12,13,10
14147,Richmond Tigers,22,1990-09-02,1990,A,Sydney Swans,8.4 13.10 18.16 20.19,139,2.7 4.9 9.15 15.19,109,W,30,Sydney Cricket Ground,7180,20,19,15,19
14148,Richmond Tigers,1,1991-03-23,1991,A,St Kilda Saints,2.2 6.3 9.8 12.10,82,2.4 7.5 10.8 16.11,107,L,-25,Waverley Park,33192,12,10,16,11
14194,Richmond Tigers,3,1993-04-11,1993,A,West Coast Eagles,3.3 6.7 8.9 9.11,65,4.2 6.7 11.12 15.19,109,L,-44,Domain Stadium,31110,9,11,15,19
14196,Richmond Tigers,6,1993-04-30,1993,A,Melbourne Demons,3.5 5.6 6.9 8.12,60,5.4 12.9 16.15 22.21,153,L,-93,Melbourne Cricket Ground,33933,8,12,22,21
14197,Richmond Tigers,7,1993-05-08,1993,H,St Kilda Saints,4.1 9.9 16.16 19.22,136,5.1 9.4 13.5 16.8,104,W,32,Melbourne Cricket Ground,29296,19,22,16,8
14198,Richmond Tigers,8,1993-05-16,1993,A,Geelong Cats,1.4 2.8 4.19 9.24,78,6.4 11.9 13.11 19.14,128,L,-50,GMHBA Stadium,25224,9,24,19,14
14239,Richmond Tigers,6,1995-05-06,1995,A,Collingwood Magpies,5.4 8.8 11.13 13.16,94,1.2 5.3 8.4 12.10,82,W,12,Melbourne Cricket Ground,59954,13,16,12,10
14240,Richmond Tigers,7,1995-05-12,1995,H,Adelaide Crows,3.5 5.6 7.7 10.12,72,3.1 5.2 7.3 9.4,58,W,14,Melbourne Cricket Ground,38791,10,12,9,4
9686,W. Bulldogs,22,2002-08-31,2002,A,Collingwood Magpies,4.3 6.5 11.7 17.12,114,2.4 6.6 9.12 10.13,73,W,41,Melbourne Cricket Ground,43894,17,12,10,13
14426,St Kilda Saints,14,1986-06-28,1986,A,Carlton Blues,2.0 5.4 8.7 11.10,76,5.7 9.11 15.14 24.19,163,L,-87,Princes Park,14718,11,10,24,19
14427,St Kilda Saints,15,1986-07-05,1986,A,Hawthorn Hawks,2.5 4.5 4.5 5.8,38,0.3 2.6 4.11 8.11,59,L,-21,Princes Park,6979,5,8,8,11
14471,St Kilda Saints,15,1988-07-09,1988,H,Carlton Blues,4.3 6.5 6.7 9.11,65,3.2 5.3 6.7 10.9,69,L,-4,People First Stadium,15416,9,11,10,9
9687,W. Bulldogs,1,2003-03-30,2003,H,Geelong Cats,7.5 9.7 14.13 19.16,130,3.3 6.8 9.11 13.13,91,W,39,Marvel Stadium,27931,19,16,13,13
13687,Melbourne Demons,11,1990-06-11,1990,H,Carlton Blues,4.3 10.5 14.6 15.9,99,3.2 5.4 10.9 13.15,93,W,6,"Melbourne Cricket Ground
",59782,15,9,13,15
14477,St Kilda Saints,21,1988-08-20,1988,A,Hawthorn Hawks,3.3 7.5 10.8 11.12,78,6.5 9.8 12.11 18.15,123,L,-45,Waverley Park,19222,11,12,18,15
15508,W. Bulldogs,20,1986-08-16,1986,H,Melbourne Demons,7.6 10.6 13.9 19.14,128,1.0 5.4 8.8 10.11,71,W,57,Western Oval,11924,19,14,10,11
14519,St Kilda Saints,19,1990-08-11,1990,A,Hawthorn Hawks,4.0 6.2 11.4 13.5,83,3.5 12.8 14.12 17.17,119,L,-36,Waverley Park,27612,13,5,17,17
14520,St Kilda Saints,20,1990-08-18,1990,H,Fitzroy Lions,4.5 7.7 11.12 17.15,117,4.0 10.3 15.5 18.8,116,W,1,People First Stadium,13712,17,15,18,8
14566,St Kilda Saints,22,1992-08-16,1992,A,Adelaide Crows,3.6 4.9 10.12 10.17,77,1.3 8.6 11.10 13.15,93,L,-16,AAMI Stadium,38675,10,17,13,15
14568,St Kilda Saints,EF,1992-09-05,1992,H,Collingwood Magpies,2.4 6.7 10.9 13.13,91,2.3 5.4 8.8 12.11,83,W,8,Waverley Park,74253,13,13,12,11
14613,St Kilda Saints,2,1995-04-09,1995,H,Richmond Tigers,2.2 4.3 7.5 9.15,69,6.2 9.4 14.7 14.11,95,L,-26,Waverley Park,26037,9,15,14,11
14614,St Kilda Saints,3,1995-04-16,1995,A,Adelaide Crows,1.2 2.3 2.7 3.8,26,3.5 6.10 9.11 13.14,92,L,-66,AAMI Stadium,38046,3,8,13,14
14802,Sydney Swans,10,1986-06-01,1986,H,Fitzroy Lions,4.4 9.8 13.11 18.18,126,5.3 8.9 12.14 14.17,101,W,25,Sydney Cricket Ground,23091,18,18,14,17
14849,Sydney Swans,9,1988-05-28,1988,A,Richmond Tigers,6.2 13.6 16.10 20.16,136,4.4 8.7 8.10 10.13,73,W,63,Melbourne Cricket Ground,11468,20,16,10,13
14850,Sydney Swans,10,1988-06-03,1988,H,Essendon Bombers,4.1 7.4 10.9 11.11,77,2.0 3.3 4.7 8.7,55,W,22,Sydney Cricket Ground,14753,11,11,8,7
14851,Sydney Swans,11,1988-06-10,1988,H,North Melbourne Kangaroos,6.7 10.13 15.20 18.24,132,5.4 10.8 14.10 19.11,125,W,7,Sydney Cricket Ground,11729,18,24,19,11
14874,Sydney Swans,12,1989-06-17,1989,A,Essendon Bombers,5.6 5.8 5.10 7.13,55,2.0 5.2 5.6 7.8,50,W,5,Windy Hill,13351,7,13,7,8
14896,Sydney Swans,12,1990-06-17,1990,H,Fitzroy Lions,2.6 3.7 7.11 10.11,71,3.2 7.9 10.13 17.14,116,L,-45,Sydney Cricket Ground,6136,10,11,17,14
14897,Sydney Swans,13,1990-06-30,1990,A,North Melbourne Kangaroos,1.2 2.3 3.7 5.11,41,5.7 8.12 14.17 18.23,131,L,-90,Melbourne Cricket Ground,10721,5,11,18,23
15509,W. Bulldogs,21,1986-08-23,1986,A,Carlton Blues,1.3 3.7 5.10 10.12,72,6.1 13.5 20.10 23.13,151,L,-79,Waverley Park,28697,10,12,23,13
14943,Sydney Swans,17,1992-07-12,1992,A,West Coast Eagles,3.3 4.4 6.4 8.6,54,2.1 8.5 10.8 16.11,107,L,-53,Domain Stadium,28397,8,6,16,11
14944,Sydney Swans,18,1992-07-17,1992,H,Collingwood Magpies,3.4 6.4 11.9 14.12,96,3.6 10.9 15.10 17.12,114,L,-18,Sydney Cricket Ground,15240,14,12,17,12
14945,Sydney Swans,19,1992-07-25,1992,A,Western Bulldogs,5.4 6.6 8.8 8.9,57,3.1 6.6 7.12 15.13,103,L,-46,Western Oval,12742,8,9,15,13
14946,Sydney Swans,20,1992-08-02,1992,H,Carlton Blues,4.0 12.3 16.7 20.10,130,5.5 8.8 14.12 21.13,139,L,-9,Sydney Cricket Ground,13265,20,10,21,13
14990,Sydney Swans,22,1994-08-20,1994,A,St Kilda Saints,1.3 5.8 7.13 11.15,81,5.6 11.6 14.9 17.12,114,L,-33,Waverley Park,13454,11,15,17,12
15557,W. Bulldogs,3,1989-04-15,1989,H,North Melbourne Kangaroos,2.5 3.10 6.18 8.18,66,3.2 4.5 6.6 12.12,84,L,-18,Western Oval,14926,8,18,12,12
14992,Sydney Swans,24,1994-09-04,1994,H,Melbourne Demons,6.4 11.6 14.10 18.13,121,8.2 14.2 21.4 27.5,167,L,-46,Sydney Cricket Ground,8344,18,13,27,5
15085,Sydney Swans,QF,1998-09-05,1998,H,St Kilda Saints,4.2 9.8 11.11 12.17,89,3.1 6.4 11.8 13.9,87,W,2,Sydney Cricket Ground,36076,12,17,13,9
15132,West Coast Eagles,1,1988-04-02,1988,A,Geelong Cats,4.2 7.8 9.15 14.20,104,3.6 6.9 8.14 11.17,83,W,21,GMHBA Stadium,20781,14,20,11,17
15133,West Coast Eagles,2,1988-04-08,1988,H,Essendon Bombers,4.4 11.9 17.13 26.19,175,4.1 8.6 11.8 11.10,76,W,99,WACA,24886,26,19,11,10
15135,West Coast Eagles,4,1988-04-23,1988,A,Collingwood Magpies,2.4 2.4 6.5 8.7,55,3.1 9.8 9.10 13.16,94,L,-39,Victoria Park,26276,8,7,13,16
9689,W. Bulldogs,3,2003-04-13,2003,H,Melbourne Demons,2.3 6.6 10.8 14.11,95,7.2 11.5 17.6 20.7,127,L,-32,Marvel Stadium,20790,14,11,20,7
15180,West Coast Eagles,4,1990-04-20,1990,H,Carlton Blues,3.2 6.8 11.14 17.18,120,2.3 3.6 6.6 10.10,70,W,50,WACA,28568,17,18,10,10
15181,West Coast Eagles,5,1990-04-29,1990,H,Sydney Swans,6.4 10.10 12.11 19.14,128,2.2 4.3 9.6 10.7,67,W,61,Domain Stadium,25683,19,14,10,7
15226,West Coast Eagles,SF,1991-09-15,1991,H,Melbourne Demons,2.4 7.6 12.13 17.15,117,4.2 5.4 8.4 12.7,79,W,38,Waverley Park,41136,17,15,12,7
15227,West Coast Eagles,PF,1991-09-21,1991,H,Geelong Cats,4.6 6.9 8.12 11.13,79,1.2 2.6 5.7 8.16,64,W,15,Waverley Park,47638,11,13,8,16
15228,West Coast Eagles,GF,1991-09-28,1991,A,Hawthorn Hawks,5.1 7.2 12.5 13.8,86,3.4 7.12 12.15 20.19,139,L,-53,Waverley Park,75230,13,8,20,19
9690,W. Bulldogs,4,2003-04-19,2003,H,Essendon Bombers,5.4 8.8 12.12 16.14,110,3.2 9.4 15.6 20.9,129,L,-19,Marvel Stadium,35238,16,14,20,9
15273,West Coast Eagles,22,1993-08-27,1993,H,Geelong Cats,4.3 8.7 12.11 14.12,96,5.2 8.6 11.8 17.14,116,L,-20,WACA,32121,14,12,17,14
15274,West Coast Eagles,EF,1993-09-04,1993,H,North Melbourne Kangaroos,5.3 9.10 11.12 17.18,120,3.1 5.2 8.3 11.3,69,W,51,Waverley Park,29147,17,18,11,3
15320,West Coast Eagles,20,1995-08-19,1995,A,Melbourne Demons,7.2 8.5 11.7 16.8,104,1.3 4.6 6.10 10.15,75,W,29,Melbourne Cricket Ground,24874,16,8,10,15
15321,West Coast Eagles,21,1995-08-27,1995,H,Carlton Blues,6.1 11.1 12.6 16.8,104,4.3 9.7 11.11 15.15,105,L,-1,Domain Stadium,41705,16,8,15,15
9691,W. Bulldogs,5,2003-04-27,2003,A,Brisbane Lions,3.0 6.5 7.6 12.7,79,6.4 9.8 12.13 15.16,106,L,-27,The Gabba,24341,12,7,15,16
9703,W. Bulldogs,17,2003-07-26,2003,H,Richmond Tigers,4.4 5.6 9.8 14.11,95,3.1 7.3 14.7 24.11,155,L,-60,Marvel Stadium,25204,14,11,24,11
14567,	St Kilda Saints,23,1992-08-23,1992,A,Melbourne Demons,1.3 3.6 4.9 8.10,58,0.2 1.3 5.5 6.7,43,W,15,Melbourne Cricket Ground,30548,8,10,6,7
14803,Sydney Swans,11,1986-06-09,1986,A,Essendon Bombers,3.5 4.9 8.16 10.18,78,4.1 7.3 7.3 9.4,58,W,20,"Windy Hill
",27267,10,18,9,4
15086,Sydney Swans,SF,1998-09-12,1998,A,Adelaide Crows,3.1 4.4 5.6 10.7,67,4.3 7.5 10.7 14.10,94,L,-27,"Sydney Cricket Ground
",37498,10,7,14,10
15605,W. Bulldogs,8,1991-05-11,1991,A,Melbourne Demons,2.3 6.6 8.9 12.10,82,5.5 7.7 12.14 17.19,121,L,-39,Melbourne Cricket Ground,23617,12,10,17,19
15607,W. Bulldogs,10,1991-05-25,1991,A,North Melbourne Kangaroos,3.6 8.14 13.17 18.19,127,5.4 13.6 19.10 21.15,141,L,-14,Melbourne Cricket Ground,17254,18,19,21,15
15608,W. Bulldogs,11,1991-06-02,1991,H,Carlton Blues,2.5 4.6 6.8 8.9,57,0.3 0.7 0.9 1.10,16,W,41,Western Oval,16036,8,9,1,10
15651,W. Bulldogs,7,1993-05-08,1993,H,North Melbourne Kangaroos,4.2 8.5 13.5 17.8,110,7.3 13.5 17.9 22.9,141,L,-31,Western Oval,20942,17,8,22,9
15652,W. Bulldogs,8,1993-05-15,1993,A,Carlton Blues,5.4 10.5 12.11 15.16,106,2.3 5.6 9.10 11.12,78,W,28,Princes Park,24133,15,16,11,12
15698,W. Bulldogs,9,1995-05-27,1995,A,Essendon Bombers,3.2 6.4 7.8 9.13,67,3.2 8.8 9.10 15.11,101,L,-34,Melbourne Cricket Ground,38719,9,13,15,11
15699,W. Bulldogs,10,1995-06-04,1995,A,Richmond Tigers,2.4 5.5 8.9 9.10,64,3.4 6.10 8.13 13.18,96,L,-32,Melbourne Cricket Ground,33042,9,10,13,18
15604,W. Bulldogs,7,1991-05-05,1991,H,richmond tigers,6.7 7.8 15.11 20.13,133,2.4 6.8 9.11 14.17,101,W,32,Western Oval,18644,20,13,14,17
15654,W. Bulldogs,10,1993-05-29,1993,H,hawthorn hawks,2.4 5.5 8.7 9.8,62,6.6 8.9 15.10 20.12,132,L,-70,Western Oval,19397,9,8,20,12
9704,W. Bulldogs,18,2003-08-01,2003,H,Melbourne Demons,3.6 7.8 11.11 14.17,101,5.4 7.4 8.6 12.8,80,W,21,Marvel Stadium,20714,14,17,12,8
9705,W. Bulldogs,19,2003-08-10,2003,A,Essendon Bombers,2.0 5.2 8.4 12.8,80,9.3 14.6 17.11 22.15,147,L,-67,Marvel Stadium,36138,12,8,22,15
9706,W. Bulldogs,20,2003-08-17,2003,A,Fremantle Dockers,2.1 7.2 10.5 12.5,77,5.6 10.12 13.17 18.25,133,L,-56,Domain Stadium,35518,12,5,18,25
9707,W. Bulldogs,21,2003-08-24,2003,A,St Kilda Saints,1.2 1.5 1.7 3.12,30,5.8 7.11 12.16 13.17,95,L,-65,UTAS Stadium,15637,3,12,13,17
9710,W. Bulldogs,2,2004-04-03,2004,A,Collingwood Magpies,6.5 8.11 10.16 13.19,97,2.5 5.8 10.14 15.16,106,L,-9,Melbourne Cricket Ground,40044,13,19,15,16
9711,W. Bulldogs,3,2004-04-11,2004,H,Melbourne Demons,1.3 6.7 9.10 12.15,87,3.8 6.14 9.19 12.25,97,L,-10,Melbourne Cricket Ground,27767,12,15,12,25
9712,W. Bulldogs,4,2004-04-18,2004,A,Hawthorn Hawks,2.6 7.9 13.11 16.13,109,3.5 5.8 9.9 14.13,97,W,12,Melbourne Cricket Ground,24959,16,13,14,13
9713,W. Bulldogs,5,2004-04-25,2004,A,Port Adelaide Power,3.1 4.11 5.17 7.22,64,5.5 10.6 13.10 17.17,119,L,-55,AAMI Stadium,26839,7,22,17,17
9714,W. Bulldogs,6,2004-05-01,2004,A,North Melbourne Kangaroos,4.2 9.2 12.6 19.6,120,6.3 14.7 17.8 18.11,119,W,1,Manuka Oval,7222,19,6,18,11
9716,W. Bulldogs,8,2004-05-15,2004,A,Richmond Tigers,1.8 6.13 8.19 10.22,82,4.1 8.5 11.9 15.15,105,L,-23,Melbourne Cricket Ground,33960,10,22,15,15
9717,W. Bulldogs,9,2004-05-23,2004,A,Carlton Blues,7.3 10.5 16.5 16.8,104,5.1 10.4 12.4 12.7,79,W,25,Princes Park,26041,16,8,12,7
9720,W. Bulldogs,12,2004-06-12,2004,H,St Kilda Saints,2.3 6.3 11.8 15.13,103,4.3 8.6 9.10 11.14,80,W,23,Melbourne Cricket Ground,28306,15,13,11,14
9721,W. Bulldogs,13,2004-06-20,2004,A,Adelaide Crows,3.5 9.7 11.10 15.11,101,7.1 10.4 16.10 20.13,133,L,-32,AAMI Stadium,36774,15,11,20,13
9722,W. Bulldogs,14,2004-07-04,2004,H,Fremantle Dockers,3.4 6.9 6.12 10.16,76,4.1 8.4 14.6 18.9,117,L,-41,Marvel Stadium,18734,10,16,18,9
9723,W. Bulldogs,15,2004-07-11,2004,A,Brisbane Lions,3.3 4.3 8.4 10.8,68,5.4 9.7 14.13 20.16,136,L,-68,The Gabba,29295,10,8,20,16
9724,W. Bulldogs,16,2004-07-18,2004,A,Melbourne Demons,2.4 3.8 5.9 7.13,55,2.7 5.11 9.16 12.21,93,L,-38,Marvel Stadium,25107,7,13,12,21
9725,W. Bulldogs,17,2004-07-24,2004,H,Collingwood Magpies,1.3 3.8 7.12 8.18,66,3.5 6.9 9.12 17.13,115,L,-49,Marvel Stadium,32675,8,18,17,13
9726,W. Bulldogs,18,2004-08-01,2004,A,West Coast Eagles,2.3 4.5 7.7 8.9,57,4.2 9.7 12.10 15.16,106,L,-49,Domain Stadium,36028,8,9,15,16
9727,W. Bulldogs,19,2004-08-07,2004,H,Hawthorn Hawks,3.2 8.4 12.7 16.13,109,5.1 11.3 15.3 19.6,120,L,-11,Marvel Stadium,22330,16,13,19,6
9728,W. Bulldogs,20,2004-08-14,2004,H,Port Adelaide Power,3.3 5.7 6.7 9.7,61,5.2 10.5 18.6 23.9,147,L,-86,TIO Stadium,13271,9,7,23,9
9730,W. Bulldogs,22,2004-08-29,2004,A,Essendon Bombers,3.3 6.3 9.6 14.12,96,4.3 7.6 12.7 17.11,113,L,-17,Marvel Stadium,39894,14,12,17,11
9731,W. Bulldogs,1,2005-03-28,2005,A,Collingwood Magpies,3.7 8.7 9.14 16.16,112,5.4 9.7 11.11 11.14,80,W,32,Melbourne Cricket Ground,53259,16,16,11,14
9732,W. Bulldogs,2,2005-04-02,2005,H,Melbourne Demons,1.4 6.8 10.15 15.21,111,6.4 12.9 17.12 20.17,137,L,-26,Marvel Stadium,26307,15,21,20,17
9733,W. Bulldogs,3,2005-04-10,2005,H,Richmond Tigers,3.1 6.7 8.14 11.18,84,3.4 5.9 7.14 12.16,88,L,-4,Marvel Stadium,30871,11,18,12,16
9734,W. Bulldogs,4,2005-04-16,2005,A,West Coast Eagles,4.1 7.2 11.4 17.5,107,6.4 9.9 14.14 21.17,143,L,-36,Domain Stadium,39124,17,5,21,17
9735,W. Bulldogs,5,2005-04-23,2005,H,Adelaide Crows,2.4 6.8 15.9 21.14,140,4.3 9.9 10.10 16.13,109,W,31,Marvel Stadium,27900,21,14,16,13
9709,	W. Bulldogs,1,2004-03-28,2004,H,West Coast Eagles,7.2 11.6 16.11 20.17,137,5.5 11.8 15.10 22.12,144,L,-7,Marvel Stadium,18841,20,17,22,12
9729,	W. Bulldogs,21,2004-08-21,2004,H,North Melbourne Kangaroos,8.1 12.5 20.8 21.10,136,4.6 8.10 11.13 15.16,106,W,30,Marvel Stadium,24741,21,10,15,16
9736,W. Bulldogs,6,2005-05-01,2005,A,Geelong Cats,4.0 7.3 9.4 11.7,73,6.4 8.8 12.11 16.12,108,L,-35,GMHBA Stadium,23019,11,7,16,12
9745,W. Bulldogs,15,2005-07-10,2005,A,Fremantle Dockers,3.3 10.8 12.10 13.14,92,4.4 11.5 16.10 22.13,145,L,-53,Domain Stadium,30991,13,14,22,13
9747,W. Bulldogs,17,2005-07-23,2005,H,Geelong Cats,6.4 10.9 17.12 20.13,133,2.3 5.8 11.10 14.14,98,W,35,Marvel Stadium,29351,20,13,14,14
9749,W. Bulldogs,19,2005-08-06,2005,H,West Coast Eagles,7.3 13.9 17.11 21.14,140,2.4 6.8 10.12 14.13,97,W,43,Melbourne Cricket Ground,27693,21,14,14,13
9751,W. Bulldogs,21,2005-08-20,2005,A,Melbourne Demons,7.2 9.6 13.7 16.9,105,4.2 8.5 11.8 16.13,109,L,-4,Melbourne Cricket Ground,32621,16,9,16,13
9752,W. Bulldogs,22,2005-08-26,2005,H,Collingwood Magpies,9.4 12.7 15.10 21.15,141,2.2 4.9 10.14 14.16,100,W,41,Marvel Stadium,41947,21,15,14,16
9753,W. Bulldogs,1,2006-03-31,2006,H,Richmond Tigers,6.4 9.11 18.13 25.17,167,3.2 5.6 6.6 7.10,52,W,115,Marvel Stadium,43532,25,17,7,10
9754,W. Bulldogs,2,2006-04-08,2006,H,Melbourne Demons,2.5 6.8 15.13 20.17,137,5.5 8.9 11.11 12.18,90,W,47,Marvel Stadium,28478,20,17,12,18
9756,W. Bulldogs,4,2006-04-22,2006,H,Geelong Cats,3.5 8.9 10.11 14.14,98,4.2 8.5 10.10 14.13,97,W,1,Marvel Stadium,45922,14,14,14,13
9757,W. Bulldogs,5,2006-04-29,2006,A,Adelaide Crows,1.2 2.6 5.11 7.13,55,6.5 8.9 14.10 20.12,132,L,-77,AAMI Stadium,41057,7,13,20,12
9758,W. Bulldogs,6,2006-05-06,2006,A,St Kilda Saints,3.0 4.1 8.4 12.6,78,3.4 8.4 9.8 14.8,92,L,-14,Marvel Stadium,42760,12,6,14,8
9759,W. Bulldogs,7,2006-05-14,2006,A,Port Adelaide Power,7.5 13.7 20.9 25.16,166,1.4 5.9 9.11 13.12,90,W,76,AAMI Stadium,20233,25,16,13,12
9760,W. Bulldogs,8,2006-05-20,2006,H,Sydney Swans,4.0 8.4 10.6 14.6,90,6.3 10.5 16.9 17.14,116,L,-26,Sydney Cricket Ground,31756,14,6,17,14
9761,W. Bulldogs,9,2006-05-26,2006,A,Collingwood Magpies,6.0 9.3 14.8 16.9,105,5.0 12.5 16.6 21.13,139,L,-34,Melbourne Cricket Ground,67920,16,9,21,13
9762,W. Bulldogs,10,2006-06-03,2006,H,Hawthorn Hawks,1.7 7.9 11.11 16.13,109,4.3 7.7 10.8 13.10,88,W,21,Marvel Stadium,29960,16,13,13,10
9764,W. Bulldogs,12,2006-06-17,2006,A,Brisbane Lions,7.4 13.7 20.9 22.13,145,4.5 7.10 12.12 14.19,103,W,42,The Gabba,27745,22,13,14,19
9765,W. Bulldogs,13,2006-07-02,2006,A,West Coast Eagles,4.2 4.8 8.10 10.13,73,2.5 4.7 4.11 8.16,64,W,9,Domain Stadium,40375,10,13,8,16
9766,W. Bulldogs,14,2006-07-09,2006,H,North Melbourne Kangaroos,2.3 4.7 10.8 12.10,82,4.2 7.7 10.13 13.16,94,L,-12,Melbourne Cricket Ground,28173,12,10,13,16
9767,W. Bulldogs,15,2006-07-16,2006,A,Carlton Blues,4.3 7.6 10.10 16.14,110,3.2 7.5 10.10 11.14,80,W,30,Marvel Stadium,26418,16,14,11,14
9768,W. Bulldogs,16,2006-07-23,2006,A,Geelong Cats,4.2 8.3 11.8 13.11,89,2.3 7.4 11.8 13.12,90,L,-1,Marvel Stadium,39417,13,11,13,12
9770,W. Bulldogs,18,2006-08-05,2006,A,Richmond Tigers,5.2 9.4 13.9 15.10,100,0.6 4.10 6.14 10.18,78,W,22,Melbourne Cricket Ground,36339,15,10,10,18
9771,W. Bulldogs,19,2006-08-12,2006,H,Port Adelaide Power,3.3 6.6 12.10 13.13,91,5.3 8.5 9.11 14.21,105,L,-14,TIO Stadium,14100,13,13,14,21
9772,W. Bulldogs,20,2006-08-19,2006,H,Adelaide Crows,3.4 5.5 11.7 16.9,105,1.4 6.11 10.12 14.14,98,W,7,Melbourne Cricket Ground,29988,16,9,14,14
9774,W. Bulldogs,22,2006-09-01,2006,H,Essendon Bombers,8.2 13.5 18.9 22.15,147,2.3 10.9 14.14 18.17,125,W,22,Marvel Stadium,42956,22,15,18,17
9775,W. Bulldogs,EF,2006-09-10,2006,A,Collingwood Magpies,4.2 8.7 14.10 18.13,121,5.6 6.9 6.13 11.14,80,W,41,Melbourne Cricket Ground,84284,18,13,11,14
9776,W. Bulldogs,SF,2006-09-16,2006,A,West Coast Eagles,3.4 4.6 4.9 5.9,39,4.3 8.7 9.12 16.17,113,L,-74,Domain Stadium,43219,5,9,16,17
9777,W. Bulldogs,1,2007-04-01,2007,H,Geelong Cats,4.5 11.7 15.8 17.11,113,5.3 7.9 8.13 13.15,93,W,20,Marvel Stadium,42626,17,11,13,15
9778,W. Bulldogs,2,2007-04-08,2007,H,Adelaide Crows,4.1 5.2 6.5 11.6,72,4.5 8.10 14.12 16.14,110,L,-38,Melbourne Cricket Ground,27199,11,6,16,14
9779,W. Bulldogs,3,2007-04-14,2007,A,St Kilda Saints,2.2 3.6 6.10 9.12,66,6.3 7.7 12.10 17.14,116,L,-50,Marvel Stadium,38474,9,12,17,14
9781,W. Bulldogs,5,2007-04-29,2007,A,Hawthorn Hawks,5.2 11.4 16.7 16.14,110,3.7 7.11 10.13 13.15,93,W,17,Melbourne Cricket Ground,31982,16,14,13,15
9782,W. Bulldogs,6,2007-05-05,2007,A,West Coast Eagles,3.1 6.4 8.6 9.8,62,3.5 6.7 9.12 10.17,77,L,-15,Domain Stadium,40668,9,8,10,17
9783,W. Bulldogs,7,2007-05-13,2007,H,Melbourne Demons,4.1 10.5 12.12 16.16,112,6.1 7.6 10.9 16.10,106,W,6,Marvel Stadium,24584,16,16,16,10
9798,W. Bulldogs,22,2007-09-02,2007,H,North Melbourne Kangaroos,6.5 6.5 11.5 14.9,93,4.4 10.9 16.13 23.19,157,L,-64,Marvel Stadium,29261,14,9,23,19
